bESGLojNYSo,Lady Gaga,Poker Face,glue,I'm not lying I'm just stunning with my love __ gunnin',149370,152890,3520,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
Qtb11P1FWnc,Coldplay,Magic,true,"No I don't, it's __",175980,177820,1840,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
Qtb11P1FWnc,Coldplay,Magic,true,And I call it __,206820,212030,5210,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
5WybiA263bw,U2,Sweetest Thing,blue,Baby's got __ skies up ahead,43660,47160,3500,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
5WybiA263bw,U2,Sweetest Thing,blue,Baby's got __ skies up ahead,152100,155700,3600,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
Qc9c12q3mrc,Avicii,Addicted To You,blue,"Lost in your eyes, drowning in __",59900,64180,4280,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
Qc9c12q3mrc,Avicii,Addicted To You,blue,"Lost in your eyes, drowning in __",113120,116800,3680,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,true,Is it __ that you love me?,64810,68300,3490,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,true,Is it __ that you love me?,117310,121410,4100,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,true,Is it __ that you love me?,146230,151070,4840,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
PmJp6QWWV4g,U2,Volcano,blue,They used to be the clearest __,74380,78160,3780,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
Zlot0i3Zykw,Taylor Swift,Red,blue,Losing him was __ like I'd never known,45740,49460,3720,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
Zlot0i3Zykw,Taylor Swift,Red,blue,Losing him was __ like I'd never known,107320,111050,3730,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
Zlot0i3Zykw,Taylor Swift,Red,blue,Losing him was __ like I'd never known,168580,172450,3870,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
25QyCxVkXwQ,Elton John,Can You Feel The Love Tonight,clue,And they don't have a __ (who?),2450,5170,2720,0,Feature_Has_Phoneme_Uw_Spelled_Ue,sound_uw,sounds_aw_ow_uw,,,,,,
#NAME?,One Direction,Best Song Ever,knew,"We __ every line, now I can't remember",27760,31810,4050,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
#NAME?,One Direction,Best Song Ever,knew,"We __ every line, now I can't remember",76240,80370,4130,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
#NAME?,One Direction,Best Song Ever,knew,"We __ every line, now I can't remember",124760,128840,4080,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
#NAME?,One Direction,Best Song Ever,knew,"We __ every line, now I can't remember",141010,145000,3990,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
nP3ctBs3510,Lady Gaga,Venus,new,Let's blast off to a __ dimension (in your bedroom),23500,30230,6730,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
k0BWlvnBmIE,Katy Perry,Wide Awake,knew,I wish I __ then,35830,37100,1270,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
k0BWlvnBmIE,Katy Perry,Wide Awake,knew,I wish I __ then,95530,97000,1470,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
cE6wxDqdOV0,Lana Del Rey,Video Games,knew,It's better than I ever even __,78910,82530,3620,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
cE6wxDqdOV0,Lana Del Rey,Video Games,knew,It's better than I ever even __,164610,168930,4320,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
cE6wxDqdOV0,Lana Del Rey,Video Games,knew,It's better than I ever even __,223610,228350,4740,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
5hzgS9s-tE8,Ellie Goulding,Anything Could Happen,knew,I __ the panic was over,39830,45160,5330,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
5hzgS9s-tE8,Ellie Goulding,Anything Could Happen,knew,I __ the panic was over,198150,203460,5310,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
lWA2pjMjpBs,Rihanna,Diamonds,knew,I __ that we'd become one right away,31160,38000,6840,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
TH8m6J3gPH0,Robin Thicke,Give It 2 U,new,"I got somethin' brand __, girl give it to me",20480,22320,1840,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
TH8m6J3gPH0,Robin Thicke,Give It 2 U,few,"Uh, lunch with a __ Mai-Tais",133760,135740,1980,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
AqajUg85Ax4,Avril Lavigne,Let Me Go,new,"A brand __ life, is down this road",168620,173200,4580,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
AqajUg85Ax4,Avril Lavigne,Let Me Go,new,"And two goodbyes, led you this __ life",200370,204530,4160,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
FHp2KgyQUFk,Beyoncй,Best Thing I Never Had,blew,Thank God you __ it,49360,51220,1860,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
FHp2KgyQUFk,Beyoncй,Best Thing I Never Had,blew,Thank God you __ it,114510,116390,1880,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,threw,I __ your **** into a bag and pushed it down the stairs,14610,18350,3740,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,threw,I __ your **** into a bag and pushed it down the stairs,37420,41290,3870,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
UxxajLWwzqY,Icona Pop,I Love It,threw,I __ your **** into a bag and pushed it down the stairs,90710,94690,3980,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
3OnnDqH6Wj8,Flo Rida,Good Feeling,new,"Yeah I got a brand __ spirit,",51820,53300,1480,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
3OnnDqH6Wj8,Flo Rida,Good Feeling,knew,Mama __ I was a needle in a hay stack,61760,63750,1990,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
nRpjsFcb2uo,John Legend,Made To Love,knew,I __ right from the start,104950,107320,2370,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
F3EG4olrFjY,Olly Murs,Dance With Me Tonight,knew,"I __ right then, you'd be mine, we'd be dancing the whole damn night, like",100250,106230,5980,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Ve9cBwI-pAg,Lily Allen,Somewhere Only We Know,knew,I __ the pathway like the back of my hand,28030,33720,5690,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
4JipHEz53sU,Nicki Minaj,Super Bass,crew,"He could ball with the __, he could solo",80340,82280,1940,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
wyx6JDQCslE,Lmfao,Sexy And I Know It,new,"Walking on the street with in my __ lafreak, yeah",19840,22300,2460,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
KQ6zr6kCPj8,Lmfao,Party Rock Anthem,crew,"We party rock, yeah that's the __ that I'm reppin'",94450,98290,3840,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
fWNaR-rxAic,Carly Rae Jepsen,Call Me Maybe,threw,I __ a wish in the well,2130,6260,4130,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
DUT5rEU6pqM,Shakira,Hips Don'T Lie,knew,I never really __ that she could dance like this,9000,11300,2300,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
DUT5rEU6pqM,Shakira,Hips Don'T Lie,knew,I never really __ that she could dance like this,57000,59260,2260,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
DUT5rEU6pqM,Shakira,Hips Don'T Lie,knew,I never really __ that she could dance like this,123850,126500,2650,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
p47fEXGabaY,Ricky Martin,Livin' La Vida Loca,new,She's into __ sensation,27460,30160,2700,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
p47fEXGabaY,Ricky Martin,Livin' La Vida Loca,New,__ kicks in the candlelight,30160,32870,2710,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
p47fEXGabaY,Ricky Martin,Livin' La Vida Loca,new,She's got a __ addiction,32870,35540,2670,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
p47fEXGabaY,Ricky Martin,Livin' La Vida Loca,New,Woke up in __ York City,89120,92180,3060,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
t4H_Zoh7G5A,Jennifer Lopez,On The Floor,new,It's a __ generation,9770,13150,3380,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
t4H_Zoh7G5A,Jennifer Lopez,On The Floor,New,"Straight to LA, __ York, Vegas to Africa",78370,82290,3920,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
t4H_Zoh7G5A,Jennifer Lopez,On The Floor,New,"Straight to LA, __ York, Vegas to Africa",148500,152750,4250,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
t4H_Zoh7G5A,Jennifer Lopez,On The Floor,New,L.A. Miami __ York,200830,202450,1620,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
TJAfLE39ZZ8,Amy Winehouse,Back To Black,knew,You went back to what you __,47060,53000,5940,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
cPJUBQd-PNM,Usher,Dj Got Us Fallin' In Love,knew,"I'm a hustler baby, but that you __, and tonight it's just me and you",155380,158490,3110,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
8WEtxJ4-sh4,Tlc,Waterfalls,blew,The many chances I __ to bring my life to anew,181190,184130,2940,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
8WEtxJ4-sh4,Tlc,Waterfalls,anew,The many chances I blew to bring my life to __,181190,184130,2940,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
KNZH-emehxA,Shania Twain,You'Re Still The One,knew,We __ we'd get there someday,39130,42950,3820,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
WpYeekQkAdc,Black Eyed Peas,Where Is The Love?,New,"__ days are strange, is the world insane?",94450,96320,1870,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
s1XozsBN5Z4,Kelly Rowland,Motivation,new,"But hold up wait, __ position",108490,111880,3390,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
WQnAxOQxQIU,Savage Garden,Truly Madly Deeply,new,"I will be strong, I will be faithful 'cause I'm counting on a __ beginning.",33300,40120,6820,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Kgjkth6BRRY,Gwen Stefani,Hollaback Girl,Few,__ times I've been around that track,4590,6400,1810,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Kgjkth6BRRY,Gwen Stefani,Hollaback Girl,Few,__ times I've been around that track,13200,15110,1910,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Kgjkth6BRRY,Gwen Stefani,Hollaback Girl,Few,__ times I've been around that track,56890,58790,1900,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Kgjkth6BRRY,Gwen Stefani,Hollaback Girl,Few,__ times I've been around that track,65430,67480,2050,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Kgjkth6BRRY,Gwen Stefani,Hollaback Girl,Few,__ times I've been around that track,109110,111720,2610,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Kgjkth6BRRY,Gwen Stefani,Hollaback Girl,Few,__ times I've been around that track,117990,119810,1820,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Kgjkth6BRRY,Gwen Stefani,Hollaback Girl,Few,__ times I've been around that track,161380,163850,2470,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Kgjkth6BRRY,Gwen Stefani,Hollaback Girl,Few,__ times I've been around that track,170280,172210,1930,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
TGwZ7MNtBFU,Gwen Stefani,Cool,new,Now you call me by my __ last name,70350,75190,4840,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
TGwZ7MNtBFU,Gwen Stefani,Cool,new,And now we're hanging out with your __ girlfriend,132410,137560,5150,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
VdQY7BusJNU,Cyndi Lauper,Time After Time,new,Is nothing __,26770,29180,2410,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
ePyRrb2-fzs,Timbaland,Apologize,new,"But it's nothing __, yeah, yeah",83950,89260,5310,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
k2rDbRUDkds,Taio Cruz,Dynamite,crew,"Get out the way of me and my __ crew crew crew, (Yea)",65640,69990,4350,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
k2rDbRUDkds,Taio Cruz,Dynamite,crew,"Get out the way of me and my crew __ crew crew, (Yea)",65640,69990,4350,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
k2rDbRUDkds,Taio Cruz,Dynamite,crew,"Get out the way of me and my crew crew __ crew, (Yea)",65640,69990,4350,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
k2rDbRUDkds,Taio Cruz,Dynamite,crew,"Get out the way of me and my crew crew crew __, (Yea)",65640,69990,4350,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
CcNo07Xp8aQ,Robyn,Dancing On My Own,new,Somebody said you got a __ friend,16810,24600,7790,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,crew,"With ya doo-doo __ son, f*** are you into, huh?",79660,84190,4530,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,crew,"Put ya guns up, tell your __ don't front",87100,89150,2050,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,blew,B**** I'm 'bout to __ up too,91780,93010,1230,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,new,"I'm the one today, I'm the __ s***, boo, young Rapunzel",93010,95840,2830,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,new,"Who are you, b****, __ lunch?",95840,97410,1570,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,crew,"Your b****'ll get you cut and touch you __ up too, Pop",161700,163430,1730,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,chew,You're playing with your butter like your boo won't __ c***,163430,165430,2000,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,new,"Where do you wake up? Tell your b**** keep hating, I'm the __ one too, huh?",171950,175390,3440,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
i3Jv9fNPjgk,Azealia Banks,212,new,"The young __ face, but you do like to slumber, don't you?",177120,178820,1700,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
y7ZEVA5dy-Y,Duffy,Mercy,knew,Just like you __ you would,48040,51760,3720,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
y7ZEVA5dy-Y,Duffy,Mercy,knew,Just like you __ you would,99650,103500,3850,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
#NAME?,Bonnie Mckee,American Girl,new,I wanna buy a __ heart out of a vending machine,85660,89520,3860,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Y5fBdpreJiU,The Killers,Somebody Told Me,new,Ready let's roll onto something __,80450,83340,2890,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
dvgZkm1xWPE,Coldplay,Viva La Vida,Blew,__ down the doors to let me in,114100,116850,2750,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
1G4isv_Fylg,Coldplay,Paradise,flew,But it __ away from her reach,47230,50740,3510,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
1G4isv_Fylg,Coldplay,Paradise,flew,But it __ away from her reach and the bullets catch in her teeth,88730,95750,7020,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Tj75Arhq5ho,Metallica,Nothing Else Matters,new,Every day for us something __,110420,115500,5080,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Tj75Arhq5ho,Metallica,Nothing Else Matters,view,Open mind for a different __,115500,120750,5250,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Tj75Arhq5ho,Metallica,Nothing Else Matters,new,"Every day for us, something __",251610,256779,5169,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
Tj75Arhq5ho,Metallica,Nothing Else Matters,view,Open mind for a different __,256779,261870,5091,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
DmeUuoxyt_E,Nickelback,Rockstar,new,I want a brand __ house on an episode of Cribs,14010,17780,3770,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
DmeUuoxyt_E,Nickelback,Rockstar,new,I want a __ tour bus full of old guitars,40830,43880,3050,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
BB0DU4DoPP4,Nickelback,Photograph,grew,This is where I __ up,13840,17270,3430,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
BB0DU4DoPP4,Nickelback,Photograph,knew,I never __ we ever went without,20580,23700,3120,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
BB0DU4DoPP4,Nickelback,Photograph,Blew,__ every dollar that we ever made,102630,105850,3220,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
p21YfobjaVA,Placebo,Too Many Friends,threw,I __ that piece of junk away,5250,9950,4700,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
lwlogyj7nFE,Red Hot Chili Peppers,Under The Bridge,drew,Is were I __ some blood,196510,198910,2400,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
mTa8U0Wa0q8,Elton John,Your Song,few,Well a __ of the verses well they've got me quite cross,124950,133460,8510,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
gOXaUjGk-yY,Queens Of The Stone Age,I Sat By The Ocean,new,"Said, 'Boy if you want love, you'll have to go and find it with someone __'",118070,126290,8220,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
gOXaUjGk-yY,Queens Of The Stone Age,I Sat By The Ocean,view,Time wounds all the heals as we fade out of __,145810,156000,10190,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
h_L4Rixya64,Foo Fighters,Best Of You,new,Are you gone and onto someone __?,36640,44120,7480,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
h_L4Rixya64,Foo Fighters,Best Of You,new,Somewhere __,188710,192470,3760,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
xPU8OAjjS4k,The Doors,Kryptonite,knew,After all I __ it had to be something,54380,57980,3600,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
4aeETEoNfOg,The Smashing Pumpkins,1979,knew,Justine never __ the rules,182660,190240,7580,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
9f06QZCVUHg,Bryan Adams,Summer Of '69,knew,I __ that it was now or never,81080,84310,3230,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
9f06QZCVUHg,Bryan Adams,Summer Of '69,knew,I __ that it was now or never,153270,157280,4010,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
gxEPV4kolz0,Billy Joel,Piano Man,knew,But it's sad and it's sweet and I __ it complete,64460,68430,3970,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
y8AWFf7EAc4,Alexandra Burke,Hallelujah,drew,And from your lips she __ the Hallelujah,130230,136410,6180,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
y8AWFf7EAc4,Alexandra Burke,Hallelujah,knew,"You know, I used to live alone before I __ ya",165800,172800,7000,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
y8AWFf7EAc4,Alexandra Burke,Hallelujah,drew,And every breath we __ was Hallelujah,229790,236220,6430,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
sxdmw4tJJ1Y,Scorpions,Rock You Like A Hurricane,new,"More days to come, __ places to go",56610,60620,4010,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
2X_2IdybTV0,Kansas,Carry On Wayward Son,flew,"I was soaring ever higher, but I __ too high",75620,82670,7050,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
99j0zLuNhi8,Creed,With Arms Wide Open,news,Well I just heard the __ today,17770,24820,7050,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
AUO_5EALZoM,Blue Цyster Cult,Don'T Fear The Reaper,blew,The candles __ then disappeared,241020,244420,3400,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
AUO_5EALZoM,Blue Цyster Cult,Don'T Fear The Reaper,flew,"The curtains __ then he appeared, saying don't be afraid",244420,249020,4600,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
6NXnxTNIWkc,4 Non Blondes,What'S Up?,knew,I realized quickly when I __ I should,42680,45970,3290,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
UrIiLvg58SY,Extreme,More Than Words,knew,"Not to say, but if you only __",36470,43190,6720,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
UrIiLvg58SY,Extreme,More Than Words,new,Then you couldn't make things __,110490,115860,5370,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
UrIiLvg58SY,Extreme,More Than Words,new,Then you couldn't make things __,232130,237530,5400,0,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
j5-yKhDd64s,Eminem,Not Afraid,new,"For you, so I could come back a brand __ me you helped see me through",184120,187530,3410,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
YVkUvmDQ3HY,Eminem,Without Me,new,I'll be there with a whole list full of __ insults,186100,188250,2150,1,Feature_Has_Phoneme_Uw_Spelled_Ew,sound_uw,sounds_aw_ow_uw,,,,,,
