id;video_id;youtube_id;artist_id;artist_name;song_id;song_title;key;lemma;sentence_id;gapped_sent;year;start_time;end_time;duration;adults_only;offset
348;308;j5-yKhDd64s;802;Eminem;318;not afraid;through;through;14859;We'll walk this road together, __ the storm;3-4;233280;236780;3500;1;0
349;309;NlmezywdxPI;802;Eminem;319;survival;through;through;14907;Now draw a circle around it and put a line __ it slut;3-4;146640;149200;2560;1;0
350;487;Z4bVgEVnvyI;803;Drake;322;all me;through;through;15196;I got way too much on my mental, I learn from what I've been __;3-4;203690;208080;4390;1;0
351;313;RubBzkZzpUA;803;Drake;323;started from the bottom;through;through;15263;Story stay the same __ the money and the fame;3-4;129980;132900;2920;1;0
352;488;NtxmnBQmfZs;806;Kendrick Lamar;331;money trees;Through;through;15649;__ canals and alleyways, just to say;3-4;99620;102240;2620;1;0
353;488;NtxmnBQmfZs;806;Kendrick Lamar;331;money trees;Through;through;15678;__ canals and alleyways, just to say;3-4;206390;208820;2430;1;0
354;488;NtxmnBQmfZs;806;Kendrick Lamar;331;money trees;Through;through;15717;__ canals and alleyways, just to say;3-4;339550;342250;2700;1;0
355;323;7AjD7nKiUQ4;808;J. Cole;333;power trip;through;through;15856;Just **** her one time and be __ it forever, but;3-4;157750;161990;4240;1;0
356;326;OZLUa8JUR18;811;Lil Wayne;336;mirror;through;through;16074;You looking at me but I'm lookin' __ you;3-4;28390;32050;3660;1;0
357;326;OZLUa8JUR18;811;Lil Wayne;336;mirror;Through;through;16083;__ my rise and fall;3-4;55110;57960;2850;1;0
358;326;OZLUa8JUR18;811;Lil Wayne;336;mirror;through;through;16093;I see your soul __ your window pain;3-4;90730;93390;2660;1;0
359;326;OZLUa8JUR18;811;Lil Wayne;336;mirror;Through;through;16098;__ my rise and fall;3-4;104370;107090;2720;1;0
360;326;OZLUa8JUR18;811;Lil Wayne;336;mirror;Through;through;16114;__ my rise and fall;3-4;152950;156270;3320;1;0
361;326;OZLUa8JUR18;811;Lil Wayne;336;mirror;Through;through;16121;__ my rise and fall;3-4;181440;185120;3680;1;0
362;335;CB0gNT4-tIE;821;Rick Ross;345;no games;through;through;16824;Walking __ the club only salute the real *****s;3-4;61330;64700;3370;1;0
363;338;N6O2ncUKvlg;826;Nelly;348;just a dream;through;through;17083;See her pretty face run my fingers __ her hair;3-4;61050;63590;2540;0;0
364;338;N6O2ncUKvlg;826;Nelly;348;just a dream;through;through;17103;I'm going __ it every time that I'm alone;3-4;116920;119550;2630;0;0
365;340;_CL6n0FJZpk;827;Dr. Dre;350;still d.r.e.;through;through;17249;I dip __ then I get skin, D-R-E;3-4;121020;123270;2250;1;0
366;342;eU4ZvfkmOck;836;The Game;352;ali bomaye;through;through;17384;Riding __ the jungles in that motha****in'' elephant;3-4;259690;263060;3370;1;0
367;342;eU4ZvfkmOck;836;The Game;352;ali bomaye;through;through;17386;Swimming __ the hood like it got fins on it (Tell 'em!);3-4;266510;270140;3630;1;0
368;350;otCpCn0l4Wo;970;MC Hammer;361;u can't touch this;through;through;17926;Bust __ the moves run your fingers through your hair;3-4;121520;123200;1680;0;0
369;350;otCpCn0l4Wo;970;MC Hammer;361;u can't touch this;through;through;17926;Bust through the moves run your fingers __ your hair;3-4;121520;123200;1680;0;0
370;490;r75BFcH4u2k;1777;Arcade Fire;378;afterlife;through;through;18570;Like looking __ a window;3-4;109160;110520;1360;1;0
371;372;_nW5AF0m9Zw;1781;The XX;387;angels;through;through;18989;You move __ the room;3-4;23060;25490;2430;0;0
372;388;bIEOZCcaXzE;1791;MGMT;403;kids;through;through;19533;Like looking __ a fogged mirror;3-4;134180;139190;5010;0;0
373;405;rjFaenf1T-Y;1803;Edward Sharpe & the Magnetic Zeros;420;home;Through;through;20035;__ the jungle, through the dark;3-4;115600;117810;2210;1;0
374;405;rjFaenf1T-Y;1803;Edward Sharpe & the Magnetic Zeros;420;home;through;through;20035;Through the jungle, __ the dark;3-4;115600;117810;2210;1;0
375;408;0YuSg4mts9E;1807;The Naked And Famous;424;young blood;through;through;20239;Claw my way out __ these walls;3-4;78180;83620;5440;0;0
376;437;fV4DiAyExN0;2151;Hoobastank;454;the reason;through;through;21022;And all the pain I put you __;3-4;83680;89580;5900;0;0
377;69;450p7goxZqg;29;John Legend;740;all of me;through;through;38897;The world is beating you down, I’m around __ every move;3-4;107260;115040;7780;0;0
378;468;scHS8YaYoRA;2403;Ed Sheeran;751;sing;through;through;39664;Feel it rushing __ you from your head to toe, oh;3-4;58620;66260;7640;0;0
379;468;scHS8YaYoRA;2403;Ed Sheeran;751;sing;through;through;39694;Feel it rushing __ you from your head to toe, oh;3-4;138620;146150;7530;0;0
380;468;scHS8YaYoRA;2403;Ed Sheeran;751;sing;through;through;39718;Feel it rushing __ you from your head to toe (louder), oh;3-4;218610;224570;5960;0;0
381;472;CbxuXq_981s;2407;Florida Georgia Line;756;this is how we roll;through;through;39984;We slingin' up the mud, cuttin' __ the countryside baby;3-4;170380;174540;4160;0;0
382;503;2vjPBrBU-TM;2417;Sia;768;chandelier;through;through;40682;I'm gonna fly like a bird __ the night, feel my tears as they dry;3-4;66440;76940;10500;0;0
383;503;2vjPBrBU-TM;2417;Sia;768;chandelier;through;through;40704;I'm gonna fly like a bird __ the night, feel my tears as they dry;3-4;154800;165590;10790;0;0
384;517;Qtb11P1FWnc;2434;Coldplay;784;magic;through;through;41773;After all that we've been __;3-4;248140;252800;4660;0;0
385;527;EHkozMIXZ8w;2443;Eminem;796;the monster;through;through;42528;Who are going __ a struggle feels and then relates that's great;3-4;176760;179670;2910;1;0
386;532;yyDUC1LUXSU;2450;Robin Thicke;802;blurred lines;through;through;42992;So, hit me up when you passin' __;3-4;153970;155960;1990;1;0
387;535;SDP-TGE9AYs;2452;U2;805;moment of surrender;Through;through;43235;__ the stations of the cross;3-4;311130;316990;5860;0;0
388;542;Qc9c12q3mrc;2445;Avicii;812;addicted to you;through;through;43687;Midnight blows in __ the window; dances round the room;3-4;74920;82260;7340;0;0
389;579;iy4mXZN1Zzk;2479;Robbie Williams;898;feel;through;through;48463;Running __ my veins;3-4;59920;62130;2210;0;0
390;579;iy4mXZN1Zzk;2479;Robbie Williams;898;feel;through;through;48476;Running __ my veins;3-4;118540;121080;2540;0;0
391;579;iy4mXZN1Zzk;2479;Robbie Williams;898;feel;through;through;48484;Running __ my veins;3-4;177350;179400;2050;0;0
392;587;h6t2n_Tbu3E;2486;Michael Jackson;935;don't stop til you get enough;through;through;50755;So let love take us __ the hours;3-4;105040;112640;7600;0;0
393;587;h6t2n_Tbu3E;2486;Michael Jackson;935;don't stop til you get enough;through;through;50766;So let love take us __ the hours;3-4;170510;170730;220;0;0
394;604;96aAx0kxVSA;2515;Whitney Houston;1015;one moment in time;through;through;55714;Yet __ it all;3-4;97460;100400;2940;0;0
395;560;cggNqDAtJYU;2908;The Neighbourhood;1750;little death;through;through;92800;Dancing __ the night;3-4;69120;74540;5420;0;0
396;654;bAUlfyFh0sI;3090;BookBox;2085;The Greatest Treasure;through;through;108866;he made it __.;3-4;77770;81780;4010;0;0
397;315;QK8mJJJvaes;3091;Macklemore & Ryan Lewis;2086;Thrift shop feat. wanz;through;through;108980;I’m digging, I’m digging, I’m searching right __ that luggage;3-4;125870;128449;2579;0;0
398;315;QK8mJJJvaes;3091;Macklemore & Ryan Lewis;2086;Thrift shop feat. wanz;through;through;108998;Peep game, come take a look __ my telescope;3-4;171270;173960;2690;0;0
399;656;syFZfO_wfMQ;2442;One Direction;2087;Night changes;through;through;109034;Driving too fast, moon is breaking __ her hair;3-4;24230;28500;4270;0;0
400;647;IcrbM1l_BoI;2445;Avicii;2077;Wake me up;through;through;108729;Feeling my way __ the darkness;3-4;8010;11780;3770;0;0
401;572;8xg3vE8Ie_E;2448;Taylor Swift;874;love story;through;through;47215;See you make your way __ the crowd;3-4;36270;39890;3620;0;0
402;625;GC_mV1IpjWA;2959;the little mermaid;2060;Under the sea;through;through;107691;As off __ the waves they roll;3-4;60490;62520;2030;0;0
403;515;gfA-tPKPoNs;2432;Owl City;782;beautiful times;through;through;41636;A spark soaring down __ the pouring rain;3-4;6580;10360;3780;0;0
404;515;gfA-tPKPoNs;2432;Owl City;782;beautiful times;through;through;41657;I fought all __ the night;3-4;63430;66530;3100;0;0
405;515;gfA-tPKPoNs;2432;Owl City;782;beautiful times;through;through;41666;A bad feeling burned __ the ceiling;3-4;105500;108780;3280;0;0
406;515;gfA-tPKPoNs;2432;Owl City;782;beautiful times;through;through;41677;I fought all __ the night;3-4;133810;137110;3300;0;0
407;434;-oqAU5VxFWs;2144;Counting Crows;451;mr. jones;through;through;20823;So come dance the silence down __ the morning;3-4;39770;44840;5070;0;0
408;434;-oqAU5VxFWs;2144;Counting Crows;451;mr. jones;through;through;20843;Coming __ in stereo;3-4;98280;100600;2320;0;0
409;434;-oqAU5VxFWs;2144;Counting Crows;451;mr. jones;through;through;20879;Stumbling __ the Barrio;3-4;206530;209290;2760;0;0
410;92;rywUS-ohqeE;45;Alicia Keys;93;no one;Through;through;5376;__ the days and nights;3-4;36520;39240;2720;0;0
411;92;rywUS-ohqeE;45;Alicia Keys;93;no one;Through;through;5393;__ the days and nights;3-4;111580;114470;2890;0;0
412;463;f2JuxM-snGc;2400;Lorde;747;team;through;through;39382;The moon we love like a brother, while he glows __ the room;3-4;55470;60040;4570;0;0
413;175;DmeUuoxyt_E;358;Nickelback;180;rockstar;guards;guard;9961;Hire eight body __ that love to beat up *******s;3-4;103980;107430;3450;1;0
414;11;LrUvu1mlWco;4;Miley Cyrus;11;we can't stop;Remember;remember;746;__ only God can judge us;3-4;101530;104430;2900;1;0
415;109;8v_4O44sfjM;58;Christina Perri;110;jar of hearts;Remember;remember;6200;__ how to put back the light in my eyes;3-4;140560;147850;7290;0;0
416;113;LPgvNlrBfb0;66;Cher Lloyd;114;want u back;Remember;remember;6300;__ all the things that you and I did first?;3-4;29730;32560;2830;0;0
417;113;LPgvNlrBfb0;66;Cher Lloyd;114;want u back;Remember;remember;6302;__ all the things that you and I did first?;3-4;34990;37500;2510;0;0
418;113;LPgvNlrBfb0;66;Cher Lloyd;114;want u back;Remember;remember;6327;__ all the things that you and I did first?;3-4;88320;91320;3000;0;0
419;113;LPgvNlrBfb0;66;Cher Lloyd;114;want u back;Remember;remember;6329;__ all the things that you and I did first?;3-4;93770;96170;2400;0;0
420;113;LPgvNlrBfb0;66;Cher Lloyd;114;want u back;Remember;remember;6352;__ all the things that you and I did first?;3-4;156590;159960;3370;0;0
421;113;LPgvNlrBfb0;66;Cher Lloyd;114;want u back;Remember;remember;6354;__ all the things that you and I did first?;3-4;162280;164800;2520;0;0
422;142;TGwZ7MNtBFU;105;Gwen Stefani;144;cool;remember;remember;8193;It's hard to __ how it felt before;3-4;17130;23370;6240;0;0
423;142;TGwZ7MNtBFU;105;Gwen Stefani;144;cool;Remember;remember;8209;__ Harbor Boulevard;3-4;81860;84900;3040;0;0
424;177;BB0DU4DoPP4;358;Nickelback;182;photograph;Remember;remember;10088;__ the old arcade?;3-4;100320;102630;2310;1;0
425;184;Tgcc5V9Hu3g;362;David Bowie;189;heroes;remember;remember;10427;I, I can __;3-4;117770;124250;6480;1;0
426;186;Zx4Hjq6KwO0;363;Keane;191;everybody's changing;remember;remember;10498;I try to stay awake and __ my name;3-4;77410;82170;4760;0;0
427;186;Zx4Hjq6KwO0;363;Keane;191;everybody's changing;remember;remember;10510;I try to stay awake and __ my name;3-4;138510;143670;5160;0;0
428;186;Zx4Hjq6KwO0;363;Keane;191;everybody's changing;remember;remember;10516;I try to stay awake and __ my name;3-4;184350;189660;5310;0;0
429;189;Rbm6GXllBiw;364;Guns N' Roses;194;paradise city;remember;remember;10659;Why I'm here I can't quite __;3-4;156800;159100;2300;1;0
430;483;IwWUOmk7wO0;400;Lynyrd Skynyrd;248;sweet home alabama;remember;remember;12410;Well, I hope Neil Young will __;3-4;61780;66140;4360;0;0
431;256;y8AWFf7EAc4;422;Jeff Buckley;262;hallelujah;remember;remember;12919;But __ when I moved in you;3-4;223020;226150;3130;0;0
432;284;2X_2IdybTV0;470;Kansas;292;carry on wayward son;remember;remember;13824;Carry on, you will always __;3-4;223260;227200;3940;0;0
433;286;WANNqr-vcx0;477;Jefferson Airplane;294;white rabbit;Remember;remember;13892;__ what the dormouse said;3-4;124900;133570;8670;0;0
434;333;_JZom_gVfuw;818;The Notorious B.I.G.;343;juicy;Remember;remember;16656;__ Rappin Duke? duh-ha, duh-ha;3-4;40680;43520;2840;1;0
435;333;_JZom_gVfuw;818;The Notorious B.I.G.;343;juicy;Remember;remember;16661;__ when I used to eat sardines for dinner;3-4;53970;56150;2180;1;0
436;471;O-zpOMYRi0w;2406;Iggy Azalea;755;fancy;Remember;remember;39879;__ my name, 'bout to blow;3-4;52540;57400;4860;1;0
437;471;O-zpOMYRi0w;2406;Iggy Azalea;755;fancy;Remember;remember;39901;__ my name, 'bout to blow;3-4;102800;107730;4930;1;0
438;471;O-zpOMYRi0w;2406;Iggy Azalea;755;fancy;Remember;remember;39927;__ my name, 'bout to blow;3-4;168540;173380;4840;1;0
439;473;hHUbLv4ThOo;8;Pitbull;757;timber;remember;remember;39996;Let's make a night, you won't __;3-4;14410;18350;3940;0;0
440;473;hHUbLv4ThOo;8;Pitbull;757;timber;remember;remember;40019;Let's make a night, you won't __;3-4;73200;77190;3990;0;0
441;473;hHUbLv4ThOo;8;Pitbull;757;timber;remember;remember;40024;Let's make a night, you won't __;3-4;88120;92060;3940;0;0
442;473;hHUbLv4ThOo;8;Pitbull;757;timber;remember;remember;40046;Let's make a night, you won't __;3-4;146930;151190;4260;0;0
443;473;hHUbLv4ThOo;8;Pitbull;757;timber;remember;remember;40051;Let's make a night, you won't __;3-4;162080;165940;3860;0;0
444;510;BBAtAM7vtgc;2426;Kanye West;777;bound 2;remember;remember;41307;Okay, I don't __ where we first met;3-4;131240;134370;3130;1;0
445;510;BBAtAM7vtgc;2426;Kanye West;777;bound 2;remember;remember;41317;But first, you gon' __ how to forget;3-4;163080;166290;3210;1;0
446;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;remember;remember;41821;I can't __ to forget you;3-4;38900;41450;2550;1;0
447;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;remember;remember;41829;I can't __ to forget you;3-4;59530;66290;6760;1;0
448;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;remember;remember;41831;I can't __ to forget you;3-4;66290;76230;9940;1;0
449;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;remember;remember;41850;I can't __ to forget you;3-4;108270;111110;2840;1;0
450;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;remember;remember;41859;I can't __ to forget you;3-4;129040;131500;2460;1;0
451;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;remember;remember;41873;I can't __ to forget you;3-4;163970;167000;3030;1;0
452;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;remember;remember;41882;I can't __ to forget you;3-4;184500;187340;2840;1;0
453;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;remember;remember;41889;I can't __ to forget you;3-4;198860;206000;7140;1;0
454;531;S5mCncJLzQQ;2448;Taylor Swift;800;sweeter than fiction;remember;remember;42751;Someday you won't __;3-4;40740;42320;1580;0;0
455;531;S5mCncJLzQQ;2448;Taylor Swift;800;sweeter than fiction;remember;remember;42768;It's like we don't __;3-4;85260;86860;1600;0;0
456;531;S5mCncJLzQQ;2448;Taylor Swift;800;sweeter than fiction;remember;remember;42798;It's like we don't __;3-4;184810;186310;1500;0;0
457;3;nP3ctBs3510;2;Lady Gaga;3;venus;famous;famous;184;Don't you know my *** is __?;3-4;187960;190350;2390;1;0
458;12;M11SvDtPBhA;4;Miley Cyrus;12;party in the u.s.a.;famous;famous;798;Everybody seems so __;3-4;26670;29460;2790;0;0
459;330;FWOsbGP5Ox4;816;2Pac;340;california love;Famous;famous;16456;__ cause we program worldwide;3-4;159960;162400;2440;1;0
460;500;hiP14ED28CA;2414;Jason Derulo;765;wiggle;famous;famous;40502;I can make you __ on Instagram;3-4;49230;52230;3000;1;0
461;520;MMAppa1cAVo;2437;Austin Mahone;789;mmm yeah;famous;famous;42023;Most of them broke but they're __;3-4;203030;205050;2020;0;0
462;633;uVjRe8QXFHY;2973;christina aguilera;1976;the best of both worlds;famous;famous;103984;When you're __, it can be kind of fun;3-4;32220;35930;3710;0;0
463;3;nP3ctBs3510;2;Lady Gaga;3;venus;Earth;earth;186;__, serve for the stars!;3-4;196770;198280;1510;1;0
464;304;NRtvqT_wMeY;608;Soul Asylum;313;runaway train;earth;earth;14606;How on __ did I get so jaded;3-4;86000;90170;4170;0;0
465;308;j5-yKhDd64s;802;Eminem;318;not afraid;Earth;earth;14793;His gift is a curse, forget the __, he's got the urge to pull his **** from the dirt,;3-4;61120;65000;3880;1;0
466;5;bESGLojNYSo;2;Lady Gaga;5;poker face;promise;promise;317;I __ this, promise this;3-4;157740;159610;1870;0;0
467;26;AHDtXqjgEj4;10;Bruno Mars;27;gorilla;promise;promise;1786;I __ is a killer, you'll be banging on my chest;3-4;48740;51920;3180;1;0
468;26;AHDtXqjgEj4;10;Bruno Mars;27;gorilla;promise;promise;1805;I __ is a killer, you'll be banging on my chest;3-4;123460;127410;3950;1;0
469;137;j-fWDrZSiZs;96;Dido;139;white flag;promise;promise;7952;I __ I'm not trying to make your life harder;3-4;56700;62710;6010;0;0
470;195;KrZHPOeOxQQ;367;Bon Jovi;200;you give love a bad name;promise;promise;10932;You __ me heaven then put me through hell;3-4;34500;38510;4010;1;0
471;308;j5-yKhDd64s;802;Eminem;318;not afraid;promise;promise;14811;I __ to never go back on that promise,;3-4;103600;105860;2260;1;0
472;308;j5-yKhDd64s;802;Eminem;318;not afraid;promise;promise;14848;I __ to focus solely on handlin' my responsibilities as a father;3-4;202390;206240;3850;1;0
473;610;kz9UBfXmXsM;3075;a great big world;2048;already home;promise;promise;107048;I __ the city won't get in our way;3-4;61290;66840;5550;0;0
474;610;kz9UBfXmXsM;3075;a great big world;2048;already home;promise;promise;107058;I __ the city won't get in our way;3-4;107250;112910;5660;0;0
475;610;kz9UBfXmXsM;3075;a great big world;2048;already home;promise;promise;107072;I __ the city won't get in our way;3-4;177350;182830;5480;0;0
476;5;bESGLojNYSo;2;Lady Gaga;5;poker face;promise;promise;317;I promise this, __ this;3-4;157740;159610;1870;0;0
477;220;eBG7P-K-r1Y;385;Foo Fighters;226;everlong;promise;promise;11811;You've got to __ not to stop when I say when;3-4;112140;117300;5160;0;0
478;220;eBG7P-K-r1Y;385;Foo Fighters;226;everlong;promise;promise;11827;You've got to __ not to stop when I say when;3-4;177410;182610;5200;0;0
479;220;eBG7P-K-r1Y;385;Foo Fighters;226;everlong;promise;promise;11834;You've got to __ not to stop when I say when;3-4;229310;290000;60690;0;0
480;583;MbtajuiuLMU;2412;Maroon 5;907;if i never see your face again;Promise;promise;49081;(__ not to leave me behind);3-4;141270;143290;2020;0;0
481;610;kz9UBfXmXsM;3075;a great big world;2048;already home;Promise;promise;107065;__ you'll wait for me, wait for me;3-4;143680;148060;4380;0;0
482;635;DyDjpGzdNE4;2962;toy story;2069;We belong together (TS);promise;promise;108366;And I'd __ to always be by your side;3-4;122790;126900;4110;0;0
483;6;wV1FrqwZyKw;2;Lady Gaga;6;born this way;different;different;405;A __ lover is not a sin;3-4;110380;115070;4690;1;153500
484;44;uuNTO31FlY8;17;Avril Lavigne;45;rock n roll;different;different;2759;It's a little __ when;3-4;26120;27650;1530;1;0
485;44;uuNTO31FlY8;17;Avril Lavigne;45;rock n roll;different;different;2795;It's a little __ when;3-4;99580;100780;1200;1;0
486;58;UxxajLWwzqY;24;Icona Pop;59;i love it;different;different;3593;You're on a __ road, I'm in the milky way;3-4;51790;55580;3790;1;0
487;58;UxxajLWwzqY;24;Icona Pop;59;i love it;different;different;3609;You're on a __ road, I'm in the milky way;3-4;112540;116730;4190;1;0
488;60;gtOV7bp-gys;25;Robbie Williams;61;candy;different;different;3625;How she got lots of __ horses;3-4;19520;21480;1960;1;0
489;60;gtOV7bp-gys;25;Robbie Williams;61;candy;different;different;3626;By lots of __ men;3-4;21480;23470;1990;1;0
490;477;Tj75Arhq5ho;356;Metallica;178;nothing else matters;different;different;9882;Open mind for a __ view;3-4;115500;120750;5250;0;0
491;477;Tj75Arhq5ho;356;Metallica;178;nothing else matters;different;different;9905;Open mind for a __ view;3-4;256779;261870;5091;0;0
492;230;pT68FS3YbQ4;391;The Strokes;236;you only live once;different;different;12169;Twenty-nine __ attributes;3-4;38230;41940;3710;1;0
493;261;1lyu1KKwC74;436;The Verve;268;bittersweet symphony;different;different;13152;But I'm a million __ people;3-4;122560;125740;3180;0;0
494;261;1lyu1KKwC74;436;The Verve;268;bittersweet symphony;different;different;13167;And I'm a million __ people;3-4;201040;204300;3260;0;0
495;261;1lyu1KKwC74;436;The Verve;268;bittersweet symphony;different;different;13185;And I'm a million __ people;3-4;279530;282860;3330;0;0
496;487;Z4bVgEVnvyI;803;Drake;322;all me;different;different;15173;It's no __ over on this side;3-4;131150;133230;2080;1;0
497;352;8dM5QYdTo08;1182;Miguel;366;adorn;different;different;17994;Don't you let nobody tell you __ baby;3-4;117980;121530;3550;0;0
498;367;JaAWdljhD5o;1779;AWOLNATION;382;sail;different;different;18819;Maybe I'm a __ breed;3-4;112440;117770;5330;1;0
499;396;UrMmr1oMPGA;1796;Bon Iver;411;skinny love;different;different;19748;But it will be a __ 'kind';3-4;104220;107440;3220;1;0
500;422;zwFS69nA-1w;1837;Bright Eyes;438;first day of my life;different;different;20538;Besides, maybe this time is __;3-4;146410;149190;2780;0;0
501;464;fm660vIn8Tg;814;Aloe Blacc;749;the man;different;different;39529;God made my mold __ from the rest;3-4;47300;50390;3090;0;0
502;518;o3mP3mJDL2k;2435;Shakira;786;can't remember to forget you;different;different;41812;You gotta hold on me, I never met someone so __;3-4;22170;26360;4190;1;0
503;526;bcWWArLFgys;2442;One Direction;795;midnight memories;different;different;42434;Same old shh but a __ day;3-4;79370;82490;3120;0;0
504;538;_kqQDCxRCzM;2442;One Direction;808;you & i;different;different;43452;Cause they see things in a __ light;3-4;122440;127870;5430;0;0
505;560;cggNqDAtJYU;2909;The XX;1755;missing;different;different;92972;My heart is beating in a __ way;3-4;14490;20430;5940;0;0
506;560;cggNqDAtJYU;2909;The XX;1755;missing;different;different;92974;My heart is beating in a __ way;3-4;26850;32940;6090;0;0
507;560;cggNqDAtJYU;2909;The XX;1755;missing;different;different;92981;My heart is beating in a __ way;3-4;81430;92810;11380;0;0
508;560;cggNqDAtJYU;2909;The XX;1755;missing;different;different;92983;My heart is beating in a __ way;3-4;98880;104960;6080;0;0
509;560;cggNqDAtJYU;2909;The XX;1755;missing;different;different;92989;My heart is beating in a __ way;3-4;159150;165200;6050;0;0
510;560;cggNqDAtJYU;2909;The XX;1755;missing;different;different;92991;My heart is beating in a __ way;3-4;170860;176780;5920;0;0
511;560;cggNqDAtJYU;2909;The XX;1755;missing;different;different;92993;My heart is beating in a __ way;3-4;183430;188970;5540;0;0
512;658;a7SouU3ECpU;3093;Alesso feat. Tove Lo;2089;Heroes (We could be);different;different;109133;I know you hear me now, we are a __ kind;3-4;65230;69460;4230;0;0
513;658;a7SouU3ECpU;3093;Alesso feat. Tove Lo;2089;Heroes (We could be);different;different;109146;I know you hear me now, we are a __ kind;3-4;141750;145750;4000;0;0
514;434;-oqAU5VxFWs;2144;Counting Crows;451;mr. jones;different;different;20872;Yeah, but we got __ reasons for that;3-4;185680;189430;3750;0;0
515;6;wV1FrqwZyKw;2;Lady Gaga;6;born this way;Believe;believe;406;__ capital H-I-M (hey hey hey);3-4;115070;119460;4390;1;153500
516;14;pt8VYOfr8To;5;Britney Spears;14;work b**ch;believe;believe;999;Now they don't __ ya', but they gonna meet ya';3-4;186400;189720;3320;1;0
517;79;QOowQeKyNkQ;32;Chris Brown;80;don't wake me up;believe;believe;4533;So much life in the city you won't __,;3-4;96280;103490;7210;0;0
518;98;oTbcO9qaE5g;49;Cher;99;believe;believe;believe;5655;It takes time to __ it;3-4;46370;50820;4450;0;0
519;104;t4H_Zoh7G5A;55;Jennifer Lopez;105;on the floor;believe;believe;5964;Don't __ me just bet me;3-4;196960;198090;1130;1;0
520;114;4fndeDfaWCg;67;Backstreet Boys;115;i want it that way;Believe;believe;6378;__, when I say;3-4;18270;23710;5440;0;0
521;120;8WEtxJ4-sh4;72;TLC;122;waterfalls;Believe;believe;6883;__ in yourself, the rest is up to me and you;3-4;209240;211670;2430;0;0
522;136;sQgd6MccwZc;94;Destiny's Child;138;say my name;believe;believe;7887;It's hard to __ that you;3-4;111890;113760;1870;0;0
523;143;TR3Vdo5etCQ;111;No Doubt;145;don't speak;believe;believe;8231;I can't __;3-4;24620;25970;1350;0;0
524;144;7_weSk0BonM;113;Leona Lewis;146;bleeding love;believe;believe;8330;Oh they find it hard to __;3-4;176450;181120;4670;0;0
525;476;B8FTyEdLjqA;115;Mario;147;let me love you;believe;believe;8364;You don't __ his stories;3-4;31300;33810;2510;0;0
526;150;k2rDbRUDkds;127;Taio Cruz;152;dynamite;Believe;believe;8634;__ it, and I, I, I;3-4;138030;142090;4060;1;0
527;176;j4y-RzVGrHg;358;Nickelback;181;far away;Believe;believe;10052;__ it, hold on to me and;3-4;207710;213930;6220;1;0
528;177;BB0DU4DoPP4;358;Nickelback;182;photograph;believe;believe;10120;I can't __ it;3-4;194860;198110;3250;1;0
529;189;Rbm6GXllBiw;364;Guns N' Roses;194;paradise city;believe;believe;10662;Tell me who you're gonna __;3-4;165080;167240;2160;1;0
530;480;lwlogyj7nFE;369;Red Hot Chili Peppers;203;under the bridge;believe;believe;11049;It's hard to __;3-4;119970;122020;2050;0;0
531;480;lwlogyj7nFE;369;Red Hot Chili Peppers;203;under the bridge;believe;believe;11051;It's hard to __;3-4;126020;128229;2209;0;0
532;204;kyE4CLM0QIA;373;Fleetwood Mac;209;little lies;believe;believe;11279;To __ in you;3-4;40160;42840;2680;0;0
533;204;kyE4CLM0QIA;373;Fleetwood Mac;209;little lies;believe;believe;11315;To __ in you;3-4;163580;166540;2960;0;0
534;213;6hzrDeceEKc;380;Oasis;218;wonderwall;believe;believe;11475;I don't __ that anybody;3-4;48850;51350;2500;0;0
535;213;6hzrDeceEKc;380;Oasis;218;wonderwall;believe;believe;11482;I don't __ that anybody;3-4;70690;73700;3010;0;0
536;213;6hzrDeceEKc;380;Oasis;218;wonderwall;believe;believe;11497;I don't __ that anybody;3-4;141010;144320;3310;0;0
537;304;NRtvqT_wMeY;608;Soul Asylum;313;runaway train;believe;believe;14616;Somehow I just don't __ it;3-4;117980;126940;8960;0;0
538;308;j5-yKhDd64s;802;Eminem;318;not afraid;believe;believe;14843;And don't realize what you did, __ me you;3-4;187530;190270;2740;1;0
539;334;phaJXp_zMYM;818;The Notorious B.I.G.;344;big poppa;Believe;believe;16738;__ me sweety I got enough to feed the needy;3-4;53510;56410;2900;1;0
540;349;1plPyJdXKIY;898;Warren G;360;regulate;believe;believe;17804;I can't __ they're taking Warren's wealth;3-4;62650;65100;2450;1;0
541;349;1plPyJdXKIY;898;Warren G;360;regulate;believe;believe;17815;I can't __ this happened in my home town;3-4;82820;85000;2180;1;0
542;433;YgSPaXgAdzE;2138;Beck;450;loser;believe;believe;20758;Don't __ everything that you read;3-4;49580;53040;3460;1;0
543;433;YgSPaXgAdzE;2138;Beck;450;loser;believe;believe;20798;(I can't __ you);3-4;188930;191590;2660;1;0
544;469;ALV-QtDFpSw;2404;Luke Bryan;752;play it again;believe;believe;39751;I can't __ it came back on, but here it is;3-4;119450;124270;4820;0;0
